iucn_sid,year,rgn_cat_ts,rgn_cat_ts_score,iucn_rgn,iucn_version
31361,2011,CR,0.8,europe,2017-3
34193,2013,NT,0.2,europe,2017-3
34193,2017,NT,0.2,europe,2017-3
34727,1998,VU,0.4,europe,2017-3
34727,2017,EN,0.6,europe,2017-3
34728,1998,VU,0.4,europe,2017-3
34728,2017,VU,0.4,europe,2017-3
34731,1998,VU,0.4,europe,2017-3
34731,2017,NT,0.2,europe,2017-3
34735,1998,VU,0.4,europe,2017-3
34735,2017,EN,0.6,europe,2017-3
37669,1998,VU,0.4,europe,2017-3
37669,2017,VU,0.4,europe,2017-3
38320,1998,NT,0.2,europe,2017-3
38320,2011,LC,0,europe,2017-3
38395,1998,LC,0,europe,2017-3
38395,2017,LC,0,europe,2017-3
38630,1978,VU,0.4,mediterranean,2017-3
38630,1998,NT,0.2,mediterranean,2017-3
39399,2015,NT,0.2,europe,2017-3
39399,2016,NT,0.2,europe,2017-3
39603,2003,LC,0,europe,2017-3
39603,2013,LC,0,europe,2017-3
41366,2004,LC,0,mediterranean,2017-3
41366,2016,LC,0,mediterranean,2017-3
41485,2008,LC,0,europe,2017-3
41485,2016,LC,0,europe,2017-3
41660,2008,LC,0,mediterranean,2017-3
41660,2016,LC,0,mediterranean,2017-3
42229,2012,LC,0,europe,2017-3
42229,2017,LC,0,europe,2017-3
42243,2012,LC,0,europe,2017-3
42243,2017,LC,0,europe,2017-3
42249,2012,LC,0,europe,2017-3
42249,2017,LC,0,europe,2017-3
42255,2014,LC,0,europe,2017-3
42255,2017,LC,0,europe,2017-3
42309,2014,LC,0,europe,2017-3
42309,2017,LC,0,europe,2017-3
42368,1998,LC,0,europe,2017-3
42368,2013,LC,0,europe,2017-3
42390,2014,LC,0,europe,2017-3
42390,2016,LC,0,europe,2017-3
42391,2013,LC,0,europe,2017-3
42391,2017,LC,0,europe,2017-3
42663,2008,LC,0,mediterranean,2017-3
42663,2015,LC,0,mediterranean,2017-3
42666,2004,LC,0,mediterranean,2017-3
42666,2016,LC,0,mediterranean,2017-3
42845,2007,VU,0.4,pan-africa,2017-3
42845,2010,VU,0.4,pan-africa,2017-3
44230,2010,LC,0,eastern_africa,2017-3
44230,2017,NT,0.2,eastern_africa,2017-3
44236,2016,LC,0,pan-africa,2017-3
44236,2017,LC,0,pan-africa,2017-3
44265,2016,CR,0.8,pan-africa,2017-3
44265,2017,CR,0.8,pan-africa,2017-3
44270,2010,VU,0.4,eastern_africa,2017-3
44270,2016,CR,0.8,eastern_africa,2017-3
44270,2017,CR,0.8,eastern_africa,2017-3
44698010,2013,VU,0.4,mediterranean,2017-3
44698010,2016,EN,0.6,mediterranean,2017-3
44698025,2013,EN,0.6,europe,2017-3
44698025,2016,EN,0.6,europe,2017-3
44698046,2014,EN,0.6,europe,2017-3
44698046,2016,EN,0.6,europe,2017-3
44712377,2015,EN,0.6,europe,2017-3
44712377,2016,EN,0.6,europe,2017-3
45463609,2013,LC,0,europe,2017-3
45463609,2016,NT,0.2,europe,2017-3
45466644,2013,LC,0,europe,2017-3
45466644,2016,LC,0,europe,2017-3
45466779,2013,NT,0.2,europe,2017-3
45466779,2016,EN,0.6,europe,2017-3
4632,2007,EN,0.6,pan-africa,2017-3
4632,2017,CR,0.8,pan-africa,2017-3
4633,2007,LC,0,eastern_africa,2017-3
4633,2017,LC,0,eastern_africa,2017-3
47687189,2013,EN,0.6,europe,2017-3
47687189,2016,EN,0.6,europe,2017-3
47687276,2013,VU,0.4,europe,2017-3
47687276,2016,EN,0.6,europe,2017-3
49697894,2013,EN,0.6,europe,2017-3
49697894,2016,EN,0.6,europe,2017-3
504,1994,EN,0.6,europe,2017-3
504,2000,NT,0.2,europe,2017-3
55696211,2014,LC,0,europe,2017-3
55696211,2017,LC,0,europe,2017-3
5710,1994,EN,0.6,europe,2017-3
5710,2017,LC,0,europe,2017-3
59755,1996,CR,0.8,pan-africa,2017-3
59755,2010,LC,0,pan-africa,2017-3
59755,2016,LC,0,pan-africa,2017-3
59769,2006,EN,0.6,pan-africa,2017-3
59769,2010,VU,0.4,pan-africa,2017-3
59774,2006,NT,0.2,mediterranean,2017-3
59774,2014,VU,0.4,mediterranean,2017-3
59779,2006,LC,0,pan-africa,2017-3
59779,2009,LC,0,pan-africa,2017-3
59779,2010,LC,0,pan-africa,2017-3
59779,2016,LC,0,pan-africa,2017-3
59783,2006,LC,0,pan-africa,2017-3
59783,2010,LC,0,pan-africa,2017-3
59786,2006,LC,0,pan-africa,2017-3
59786,2010,LC,0,pan-africa,2017-3
59786,2016,LC,0,pan-africa,2017-3
59788,2006,LC,0,pan-africa,2017-3
59788,2016,LC,0,pan-africa,2017-3
59792,2009,LC,0,pan-africa,2017-3
59792,2016,LC,0,pan-africa,2017-3
59795,2006,LC,0,pan-africa,2017-3
59795,2016,LC,0,pan-africa,2017-3
59796,2006,LC,0,pan-africa,2017-3
59796,2009,LC,0,pan-africa,2017-3
59796,2016,LC,0,pan-africa,2017-3
59797,2010,LC,0,pan-africa,2017-3
59797,2017,LC,0,pan-africa,2017-3
59798,2009,LC,0,pan-africa,2017-3
59798,2016,LC,0,pan-africa,2017-3
59799,2009,LC,0,pan-africa,2017-3
59799,2016,LC,0,pan-africa,2017-3
59802,2006,LC,0,pan-africa,2017-3
59802,2016,LC,0,pan-africa,2017-3
59807,2010,LC,0,pan-africa,2017-3
59807,2016,LC,0,pan-africa,2017-3
59809,2006,LC,0,pan-africa,2017-3
59809,2010,LC,0,pan-africa,2017-3
59814,2006,LC,0,pan-africa,2017-3
59814,2010,LC,0,pan-africa,2017-3
59814,2013,LC,0,pan-africa,2017-3
59816,2006,LC,0,pan-africa,2017-3
59816,2010,LC,0,pan-africa,2017-3
59816,2016,LC,0,pan-africa,2017-3
59818,2006,LC,0,pan-africa,2017-3
59818,2016,LC,0,pan-africa,2017-3
59821,2006,LC,0,pan-africa,2017-3
59821,2010,LC,0,pan-africa,2017-3
59821,2016,LC,0,pan-africa,2017-3
59824,2006,LC,0,pan-africa,2017-3
59824,2016,LC,0,pan-africa,2017-3
59825,2006,LC,0,pan-africa,2017-3
59825,2010,LC,0,pan-africa,2017-3
59825,2016,LC,0,pan-africa,2017-3
59827,2010,LC,0,pan-africa,2017-3
59827,2016,LC,0,pan-africa,2017-3
59833,2006,LC,0,pan-africa,2017-3
59833,2010,LC,0,pan-africa,2017-3
59834,2010,LC,0,pan-africa,2017-3
59834,2016,LC,0,pan-africa,2017-3
59835,2006,LC,0,pan-africa,2017-3
59835,2010,LC,0,pan-africa,2017-3
59835,2016,LC,0,pan-africa,2017-3
59841,2006,LC,0,pan-africa,2017-3
59841,2016,LC,0,pan-africa,2017-3
59842,2010,LC,0,pan-africa,2017-3
59842,2016,LC,0,pan-africa,2017-3
59850,2006,EN,0.6,central_africa,2017-3
59850,2010,VU,0.4,central_africa,2017-3
59851,2010,LC,0,pan-africa,2017-3
59851,2016,LC,0,pan-africa,2017-3
59855,2006,VU,0.4,pan-africa,2017-3
59855,2010,VU,0.4,pan-africa,2017-3
59858,2006,LC,0,pan-africa,2017-3
59858,2010,LC,0,pan-africa,2017-3
59858,2016,LC,0,pan-africa,2017-3
59866,2010,LC,0,pan-africa,2017-3
59866,2016,LC,0,pan-africa,2017-3
59871,2006,LC,0,pan-africa,2017-3
59871,2010,LC,0,pan-africa,2017-3
59874,2006,LC,0,pan-africa,2017-3
59874,2009,LC,0,pan-africa,2017-3
59876,2006,LC,0,pan-africa,2017-3
59876,2016,LC,0,pan-africa,2017-3
59881,2006,LC,0,pan-africa,2017-3
59881,2010,LC,0,pan-africa,2017-3
59883,2010,LC,0,pan-africa,2017-3
59883,2016,LC,0,pan-africa,2017-3
59884,2006,LC,0,pan-africa,2017-3
59884,2010,LC,0,pan-africa,2017-3
59888,2006,LC,0,pan-africa,2017-3
59888,2010,LC,0,pan-africa,2017-3
59888,2016,LC,0,pan-africa,2017-3
59889,2009,LC,0,pan-africa,2017-3
59889,2016,LC,0,pan-africa,2017-3
59890,2006,LC,0,pan-africa,2017-3
59890,2010,LC,0,pan-africa,2017-3
59890,2016,LC,0,pan-africa,2017-3
59891,2010,LC,0,pan-africa,2017-3
59891,2016,LC,0,pan-africa,2017-3
59893,2010,LC,0,pan-africa,2017-3
59893,2016,LC,0,pan-africa,2017-3
59900,2006,LC,0,pan-africa,2017-3
59900,2009,LC,0,pan-africa,2017-3
59904,2006,LC,0,pan-africa,2017-3
59904,2010,LC,0,pan-africa,2017-3
59910,2006,EN,0.6,pan-africa,2017-3
59910,2016,LC,0,pan-africa,2017-3
59911,2006,LC,0,pan-africa,2017-3
59911,2010,LC,0,pan-africa,2017-3
59925,2007,LC,0,pan-africa,2017-3
59925,2010,LC,0,pan-africa,2017-3
59926,2010,LC,0,pan-africa,2017-3
59926,2016,LC,0,pan-africa,2017-3
59927,2006,LC,0,pan-africa,2017-3
59927,2016,LC,0,pan-africa,2017-3
59929,2006,LC,0,pan-africa,2017-3
59929,2009,LC,0,pan-africa,2017-3
59934,2006,LC,0,pan-africa,2017-3
59934,2010,LC,0,pan-africa,2017-3
59934,2016,LC,0,pan-africa,2017-3
59942,2006,LC,0,pan-africa,2017-3
59942,2010,LC,0,pan-africa,2017-3
59942,2016,LC,0,pan-africa,2017-3
59945,2006,NT,0.2,pan-africa,2017-3
59945,2010,LC,0,pan-africa,2017-3
59951,2006,LC,0,pan-africa,2017-3
59951,2010,LC,0,pan-africa,2017-3
59951,2016,LC,0,pan-africa,2017-3
59953,2006,LC,0,pan-africa,2017-3
59953,2010,LC,0,pan-africa,2017-3
59953,2016,LC,0,pan-africa,2017-3
59955,2009,LC,0,pan-africa,2017-3
59955,2010,LC,0,pan-africa,2017-3
59959,2006,LC,0,pan-africa,2017-3
59959,2009,LC,0,pan-africa,2017-3
59959,2010,LC,0,pan-africa,2017-3
59964,2006,LC,0,pan-africa,2017-3
59964,2009,LC,0,pan-africa,2017-3
59964,2010,LC,0,pan-africa,2017-3
59964,2016,LC,0,pan-africa,2017-3
59966,2006,LC,0,pan-africa,2017-3
59966,2016,LC,0,pan-africa,2017-3
59973,2006,LC,0,pan-africa,2017-3
59973,2010,LC,0,pan-africa,2017-3
59974,2006,LC,0,pan-africa,2017-3
59974,2010,LC,0,pan-africa,2017-3
59974,2016,LC,0,pan-africa,2017-3
59975,2009,LC,0,pan-africa,2017-3
59975,2010,LC,0,pan-africa,2017-3
59979,2006,LC,0,pan-africa,2017-3
59979,2010,LC,0,pan-africa,2017-3
59981,2010,LC,0,pan-africa,2017-3
59981,2016,LC,0,pan-africa,2017-3
59986,2006,LC,0,pan-africa,2017-3
59986,2010,LC,0,pan-africa,2017-3
59988,2006,LC,0,pan-africa,2017-3
59988,2010,LC,0,pan-africa,2017-3
59993,2006,LC,0,pan-africa,2017-3
59993,2016,LC,0,pan-africa,2017-3
59994,2006,LC,0,pan-africa,2017-3
59994,2010,LC,0,pan-africa,2017-3
59994,2016,LC,0,pan-africa,2017-3
60000,2006,LC,0,pan-africa,2017-3
60000,2010,LC,0,pan-africa,2017-3
60001,2006,LC,0,pan-africa,2017-3
60001,2009,LC,0,pan-africa,2017-3
60001,2010,LC,0,pan-africa,2017-3
60001,2016,LC,0,pan-africa,2017-3
60005,2010,LC,0,pan-africa,2017-3
60005,2016,LC,0,pan-africa,2017-3
60006,2006,LC,0,pan-africa,2017-3
60006,2016,LC,0,pan-africa,2017-3
60010,2010,LC,0,pan-africa,2017-3
60010,2016,LC,0,pan-africa,2017-3
60012,2006,VU,0.4,pan-africa,2017-3
60012,2016,VU,0.4,pan-africa,2017-3
60014,2006,LC,0,pan-africa,2017-3
60014,2010,LC,0,pan-africa,2017-3
60014,2016,LC,0,pan-africa,2017-3
60015,2006,LC,0,pan-africa,2017-3
60015,2010,LC,0,pan-africa,2017-3
60018,2006,LC,0,pan-africa,2017-3
60018,2016,LC,0,pan-africa,2017-3
60026,2006,LC,0,pan-africa,2017-3
60026,2016,LC,0,pan-africa,2017-3
60027,2006,LC,0,pan-africa,2017-3
60027,2010,LC,0,pan-africa,2017-3
60028,2010,LC,0,pan-africa,2017-3
60028,2016,LC,0,pan-africa,2017-3
60030,2006,LC,0,pan-africa,2017-3
60030,2010,LC,0,pan-africa,2017-3
60032,2006,LC,0,pan-africa,2017-3
60032,2016,LC,0,pan-africa,2017-3
60036,2006,LC,0,pan-africa,2017-3
60036,2010,LC,0,pan-africa,2017-3
60041,2010,LC,0,pan-africa,2017-3
60041,2016,LC,0,pan-africa,2017-3
60042,2006,LC,0,pan-africa,2017-3
60042,2010,LC,0,pan-africa,2017-3
60044,2006,LC,0,pan-africa,2017-3
60044,2009,LC,0,pan-africa,2017-3
60044,2010,LC,0,pan-africa,2017-3
60055,2006,LC,0,pan-africa,2017-3
60055,2016,LC,0,pan-africa,2017-3
60056,2010,LC,0,pan-africa,2017-3
60056,2016,LC,0,pan-africa,2017-3
60061,2006,LC,0,pan-africa,2017-3
60061,2016,LC,0,pan-africa,2017-3
60064,2010,LC,0,pan-africa,2017-3
60064,2016,LC,0,pan-africa,2017-3
60065,2006,LC,0,pan-africa,2017-3
60065,2016,LC,0,pan-africa,2017-3
60069,2006,LC,0,pan-africa,2017-3
60069,2010,LC,0,pan-africa,2017-3
60071,2006,LC,0,pan-africa,2017-3
60071,2010,LC,0,pan-africa,2017-3
60075,2006,LC,0,pan-africa,2017-3
60075,2010,LC,0,pan-africa,2017-3
60076,2006,LC,0,pan-africa,2017-3
60076,2010,LC,0,pan-africa,2017-3
60076,2016,LC,0,pan-africa,2017-3
60077,2010,LC,0,pan-africa,2017-3
60077,2016,LC,0,pan-africa,2017-3
60289,2006,VU,0.4,pan-africa,2017-3
60289,2017,LC,0,pan-africa,2017-3
60349,2010,LC,0,pan-africa,2017-3
60349,2016,LC,0,pan-africa,2017-3
60350,2006,LC,0,eastern_africa,2017-3
60350,2016,LC,0,eastern_africa,2017-3
60357,2006,LC,0,pan-africa,2017-3
60357,2016,LC,0,pan-africa,2017-3
60360,2006,LC,0,eastern_africa,2017-3
60360,2016,LC,0,eastern_africa,2017-3
60410,2006,LC,0,eastern_africa,2017-3
60410,2017,LC,0,eastern_africa,2017-3
60428,2006,LC,0,eastern_africa,2017-3
60428,2017,LC,0,eastern_africa,2017-3
60569,2006,CR,0.8,eastern_africa,2017-3
60569,2016,LC,0,eastern_africa,2017-3
60570,2006,CR,0.8,pan-africa,2017-3
60570,2016,VU,0.4,pan-africa,2017-3
60574,2010,VU,0.4,eastern_africa,2017-3
60574,2016,VU,0.4,eastern_africa,2017-3
60579,2006,VU,0.4,pan-africa,2017-3
60579,2016,LC,0,pan-africa,2017-3
60580,2010,VU,0.4,eastern_africa,2017-3
60580,2016,VU,0.4,eastern_africa,2017-3
6059,1996,VU,0.4,europe,2017-3
6059,2014,VU,0.4,europe,2017-3
60669,2006,LC,0,eastern_africa,2017-3
60669,2010,LC,0,eastern_africa,2017-3
60690,2010,LC,0,pan-africa,2017-3
60690,2017,LC,0,pan-africa,2017-3
60758,2006,LC,0,eastern_africa,2017-3
60758,2016,LC,0,eastern_africa,2017-3
60820,2006,VU,0.4,eastern_africa,2017-3
60820,2016,VU,0.4,eastern_africa,2017-3
60968,2006,LC,0,pan-africa,2017-3
60968,2017,LC,0,pan-africa,2017-3
61099,2006,LC,0,eastern_africa,2017-3
61099,2017,LC,0,eastern_africa,2017-3
61119,2006,VU,0.4,eastern_africa,2017-3
61119,2017,VU,0.4,eastern_africa,2017-3
61120,2006,LC,0,eastern_africa,2017-3
61120,2017,LC,0,eastern_africa,2017-3
61138,2006,LC,0,pan-africa,2017-3
61138,2017,LC,0,pan-africa,2017-3
61142,2006,VU,0.4,pan-africa,2017-3
61142,2017,VU,0.4,pan-africa,2017-3
61143,2006,VU,0.4,eastern_africa,2017-3
61143,2017,VU,0.4,eastern_africa,2017-3
61144,2006,VU,0.4,eastern_africa,2017-3
61144,2017,VU,0.4,eastern_africa,2017-3
61146,2006,VU,0.4,pan-africa,2017-3
61146,2017,VU,0.4,pan-africa,2017-3
61148,2006,VU,0.4,pan-africa,2017-3
61148,2017,VU,0.4,pan-africa,2017-3
61149,2006,VU,0.4,eastern_africa,2017-3
61149,2017,VU,0.4,eastern_africa,2017-3
61152,2006,VU,0.4,eastern_africa,2017-3
61152,2017,VU,0.4,eastern_africa,2017-3
61162,2006,VU,0.4,pan-africa,2017-3
61162,2017,VU,0.4,pan-africa,2017-3
61163,2006,VU,0.4,pan-africa,2017-3
61163,2017,VU,0.4,pan-africa,2017-3
61171,2006,LC,0,pan-africa,2017-3
61171,2017,LC,0,pan-africa,2017-3
61189,2009,CR,0.8,eastern_africa,2017-3
61189,2010,CR,0.8,eastern_africa,2017-3
61192,2006,VU,0.4,europe,2017-3
61192,2017,VU,0.4,europe,2017-3
61232,2006,CR,0.8,eastern_africa,2017-3
61232,2016,CR,0.8,eastern_africa,2017-3
61247,2006,EX,1,eastern_africa,2017-3
61247,2016,EX,1,eastern_africa,2017-3
61405,2006,CR,0.8,europe,2017-3
61405,2015,CR,0.8,europe,2017-3
61448,2006,VU,0.4,europe,2017-3
61448,2009,VU,0.4,europe,2017-3
61467,2009,NT,0.2,europe,2017-3
61467,2017,NT,0.2,europe,2017-3
61586,2009,LC,0,europe,2017-3
61586,2017,LC,0,europe,2017-3
61607,2006,CR,0.8,mediterranean,2017-3
61607,2017,EN,0.6,mediterranean,2017-3
61645,2016,CR,0.8,europe,2017-3
61645,2017,EN,0.6,europe,2017-3
61678,1998,CR,0.8,europe,2017-3
61678,2006,CR,0.8,europe,2017-3
61741,2009,LC,0,europe,2017-3
61741,2017,LC,0,europe,2017-3
63177,2007,LC,0,pan-africa,2017-3
63177,2010,LC,0,pan-africa,2017-3
63182,2007,LC,0,pan-africa,2017-3
63182,2010,LC,0,pan-africa,2017-3
63188,2010,LC,0,pan-africa,2017-3
63188,2017,LC,0,pan-africa,2017-3
63195,2007,LC,0,pan-africa,2017-3
63195,2010,LC,0,pan-africa,2017-3
63203,2007,LC,0,pan-africa,2017-3
63203,2010,LC,0,pan-africa,2017-3
63208,2009,LC,0,pan-africa,2017-3
63208,2010,LC,0,pan-africa,2017-3
63208,2017,LC,0,pan-africa,2017-3
63216,2007,LC,0,pan-africa,2017-3
63216,2010,LC,0,pan-africa,2017-3
63262,2007,LC,0,pan-africa,2017-3
63262,2017,LC,0,pan-africa,2017-3
63262,2017,VU,0.4,pan-africa,2017-3
63281,2010,LC,0,pan-africa,2017-3
63281,2017,LC,0,pan-africa,2017-3
63290,2007,VU,0.4,pan-africa,2017-3
63290,2017,VU,0.4,pan-africa,2017-3
63389,2007,CR,0.8,pan-africa,2017-3
63389,2017,EN,0.6,pan-africa,2017-3
64867077,2014,VU,0.4,europe,2017-3
64867077,2016,NT,0.2,europe,2017-3
64869701,2014,LC,0,europe,2017-3
64869701,2016,LC,0,europe,2017-3
6727,1996,VU,0.4,europe,2017-3
6727,2011,LC,0,europe,2017-3
6735,2011,CR,0.8,europe,2017-3
6735,2017,CR,0.8,europe,2017-3
6738,1990,EN,0.6,europe,2017-3
6738,1994,EN,0.6,europe,2017-3
6738,1996,NT,0.2,europe,2017-3
6738,2017,LC,0,europe,2017-3
6739,1994,EN,0.6,europe,2017-3
6739,2017,CR,0.8,europe,2017-3
7658,2012,LC,0,europe,2017-3
7658,2017,LC,0,europe,2017-3
85519948,1998,LC,0,europe,2017-3
85519948,2017,LC,0,europe,2017-3
86091382,2017,CR,0.8,europe,2017-3
86091382,2017,EN,0.6,europe,2017-3
872,2010,VU,0.4,eastern_africa,2017-3
872,2016,VU,0.4,eastern_africa,2017-3
87561548,2000,LC,0,europe,2017-3
87561548,2016,LC,0,europe,2017-3
88120770,2013,LC,0,europe,2017-3
88120770,2014,VU,0.4,europe,2017-3
88120770,2015,VU,0.4,europe,2017-3
9104,2008,LC,0,mediterranean,2017-3
9104,2016,LC,0,mediterranean,2017-3
9105,1996,LC,0,mediterranean,2017-3
9105,2008,LC,0,mediterranean,2017-3
91157286,2016,LC,0,pan-africa,2017-3
91157286,2017,LC,0,pan-africa,2017-3
9149,1996,LC,0,mediterranean,2017-3
9149,2008,LC,0,mediterranean,2017-3
97153711,2016,CR,0.8,europe,2017-3
97153711,2017,CR,0.8,europe,2017-3
977,2004,VU,0.4,europe,2017-3
977,2009,VU,0.4,europe,2017-3
984,2006,CR,0.8,eastern_africa,2017-3
984,2010,CR,0.8,eastern_africa,2017-3
